lev,roa,size,mb,bign,loss,salesgrowth,fraud_year_tplus1,cash
0.0091,0.2114,5.2611,2.4499,1,0,0.3067,0,0.0846
0.0124,0.2483,5.5009,2.3836,1,0,0.2043,0,0.1008
0.0102,0.2136,5.0518,1.3223,1,0,0.0343,0,0.1496
0.0661,0.0848,5.4247,1.7611,0,0,0.1326,0,0.0012
0,0.1309,5.624,2.0066,0,0,0.17,0,0.0418
0.4526,0.0192,4.3827,0.1751,1,0,0.1179,1,0.0201
0.1323,0.1109,8.1464,2.6218,1,0,-0.0228,0,0.3673
0.034,0.0344,7.4668,1.364,1,0,0.0879,0,0.124
0.028,0.0556,7.2797,1.0552,1,0,-0.0543,0,0.1344
0.2508,0.1193,4.9652,8.073,1,0,0.2176,0,0.0225
0.1174,0.1685,4.5634,3.7547,1,0,0.2878,0,0.0338
0.1033,0.0887,4.0814,1.7583,1,0,0.0077,0,0.0371
0.1801,0.143,5.61,5.0744,1,0,0.3862,0,0.0068
0.1169,0.1331,5.3046,3.1043,1,0,0.0428,0,0.0067
0.2061,0.1039,4.9932,1.4291,1,0,-0.0219,0,0.0225
0.5563,0.0831,6.5708,4.7896,1,0,0.0626,0,0.032
0.5496,0.1015,7.3022,4.0581,1,0,0.0704,0,0.0013
0.1517,0.1442,6.217,1.5486,1,0,0.0564,0,0.0537
0.1184,0.1314,6.3002,1.5862,1,0,0.1141,0,0.0523
0.1159,0.15,6.8392,2.4053,1,0,0.1016,0,0.0495
0.1938,0.2228,6.8691,1.4509,1,0,0.3338,0,0.0118
0.198,0.1335,6.9798,1.7619,1,0,-0.0196,0,0.0257
0.2081,0.051,6.427,1.1727,1,0,0.0248,0,0.0367
0.176,0.0676,7.0987,1.4384,1,0,0.046,0,0.1475
0.0893,0.1297,7.2555,1.2749,1,0,0.1203,0,0.1155
0.2586,0.2,7.9822,2.0693,1,0,0.3553,0,0.0992
0.2178,0.1504,7.6113,1.173,1,0,0.0842,0,0.0997
0.1638,0.0905,7.9041,1.3561,1,0,0.1941,0,0.0548
0.1834,0.0556,4.6349,3.3317,1,0,0.0401,0,0.0106
0.3984,0.0287,4.3764,2.0655,1,0,0.0934,0,0.0022
0.0544,0.0468,4.8392,2.785,1,0,0.1259,0,0.0031
0.1145,0.2563,6.7673,4.5254,1,0,0.1346,0,0.0546
0.0065,0.2899,7.2434,3.372,1,0,0.0366,0,0.0343
0.2107,0.1168,6.7382,3.0728,1,0,0.0771,0,0.0101
0,0.0924,3.5761,1.8099,1,0,-0.1096,0,0.2092
0,0.1985,5.7921,2.4972,1,0,0.0887,0,0.1883
0,0.2039,5.8029,2.3675,1,0,0.1113,0,0.1158
0.0201,0.1572,6.4144,5.5128,1,0,0.0279,0,0.3966
0.0991,0.1551,6.3501,3.9318,1,0,-0.0538,0,0.1956
0.2397,0.0435,4.2817,0.7514,0,0,0.7873,0,0.0412
0.2643,0.1431,6.5858,3.243,0,0,0.0217,0,0.1297
0.1349,0.2006,6.9346,3.3026,0,0,0.1084,0,0.0194
0.2485,0.1073,8.3554,1.809,1,0,0.0389,0,0.0309
0.2457,0.0301,7.987,1.3797,1,1,-0.2178,0,0.0504
0.2692,0.0462,7.7693,1.4318,1,0,-0.0535,0,0.0521
0.0467,0.0556,7.9232,2.9757,1,0,0.1207,0,0.5334
0,0.6394,5.8052,5.4481,1,0,1.6444,0,0.5856
0,0.1165,5.5267,2.1216,1,0,-0.3233,0,0.7071
0.4379,0.0935,6.3259,1.0464,1,0,0.2441,0,0.0139
0.4029,0.0472,4.6795,1.3687,1,0,0.1676,0,0.0089
0.0924,0.0216,7.1295,1.4155,1,0,-0.0331,0,0.054
0.1646,0.0153,7.3759,1.3359,1,1,-0.3233,0,0.3193
0.309,0.03,8.514,2.2066,1,0,1.6444,0,0.3319
0.1876,0.0194,8.5423,1.4001,1,0,-0.3233,0,0.3251
0.2533,0.0168,6.7926,3.5195,1,1,-0.0305,0,0.0211
0.0917,0.0416,6.2781,1.3099,0,0,0.105,0,0.0176
0.0728,0.0186,6.6764,1.4172,1,0,0.0222,0,0.0197
0,0.057,6.7517,1.6389,1,0,-0.0295,0,0.0939
0,0.1112,3.7578,0.9713,0,0,0.3859,0,0.4772
0.421,0.0529,2.8656,1.1431,1,0,0.7162,0,0.0043
0.0007,0.2215,4.6,3.602,1,0,0.1578,0,0.2683
0.1735,0.2119,11.0197,16.2844,1,0,0.0844,0,0.1268
0.2192,0.2577,11.0197,14.4626,1,0,0.0732,0,0.2991
0.1806,0.1357,11.0197,5.6748,1,0,0.1014,0,0.3002
0.2345,0.1093,11.0197,5.7164,1,0,0.0568,0,0.2049
0.1578,0.1369,8.4429,2.4145,1,0,0.065,0,0.0759
0.0979,0.1988,8.7945,3.0729,1,0,0.0403,0,0.1999
0.0955,0.2181,5.0705,1.402,1,0,-0.1096,0,0.1186
0.6248,0.1756,5.8289,2.1144,1,0,-0.2971,0,0.073
0.0309,0.1468,6.9426,2.0764,1,0,-0.0753,0,0.0301
0.1119,0.1383,6.3098,2.7995,1,0,0.0674,0,0.1187
0.283,0.179,3.9797,0.9589,1,0,0.4087,0,0.0014
0.0015,0.2968,5.2035,3.2501,1,0,0.0773,0,0.1408
0,0.2862,5.0974,2.0549,1,0,-0.0607,0,0.138
0.13,0.0298,8.0247,1.8388,1,0,-0.3233,0,0.0923
0.1441,0.0787,7.7786,2.3037,1,0,0.1562,0,0.0057
0.0008,0.1575,7.6141,2.0507,1,0,-0.0376,0,0.3294
0.0007,0.1874,7.9167,2.6875,1,0,0.0653,0,0.3824
0.178,0.2059,7.6646,2.555,1,0,0.106,0,0.0361
0.1689,0.192,8.265,2.4623,1,0,0.1409,0,0.1319
0.1326,0.1627,8.2323,1.8777,1,0,0.0464,0,0.1089
0.4365,0.0361,4.2056,1.5578,1,0,0.8397,0,0.0345
0.3868,0.0435,4.8668,1.327,1,0,0.48,0,0.0142
0.3052,0.1112,8.1226,4.8353,1,0,0.694,0,0.0024
0,0.0381,4.1677,1.1123,1,0,0.1168,0,0.7071
0.2217,0.0819,5.8602,2.7236,1,0,0.2893,0,0.1197
0.1532,0.3405,7.3653,2.4683,1,0,0.3292,0,0.2611
0.3893,0.0356,7.507,0.7606,1,0,0.0647,0,0.0161
0.3306,0.0668,8.7553,1.6289,1,0,-0.0383,0,0.069
0.2839,0.0478,8.736,1.3941,1,0,0.1521,0,0.01
0.0135,0.1017,6.5123,1.2848,1,0,0.0236,0,0.0695
0.0097,0.0928,6.7987,1.7152,1,0,0.0337,0,0.0578
0.0059,0.1142,6.8512,1.707,1,0,0.0696,0,0.026
0.3468,0.0664,6.8254,2.3092,1,0,-0.0021,0,0.0002
0.3548,0.1176,6.6206,1.6754,1,0,0.2461,0,0.0002
0.356,0.0753,6.8006,1.9098,1,0,-0.1652,0,0.0002
0.152,0.0964,7.7587,1.9715,1,1,0.1574,0,0.0362
0.1751,0.1344,8.0904,2.3974,1,0,0.2835,0,0.1034
0.1949,0.0874,7.6088,2.7494,1,0,0.2585,0,0.0341
0.1443,0.1857,10.6944,3.824,1,0,0.1824,0,0.0383
0.1806,0.1625,10.5593,2.3938,1,0,0.0289,0,0.0172
0.1124,0.168,7.5034,2.2141,1,0,-0.0397,0,0.0393
0.2283,0.1013,7.1863,1.7562,1,0,0.0159,0,0.0879
0.2335,0.0843,7.4927,2.3214,1,0,0.0388,0,0.1138
0.3808,0.0602,7.9913,1.8856,1,0,0.2795,0,0.0601
0.2153,0.0214,5.8718,1.7276,1,0,0.0271,0,0.0111
0.0656,0.037,5.8313,2.3619,1,0,0.0432,0,0.0216
0,0.0803,5.5132,1.4977,1,0,0.0077,0,0.047
0.0028,0.0622,6.9935,2.5009,1,0,-0.2966,0,0.1862
0.2436,0.0445,6.0562,1.5853,1,0,0.0985,0,0.0119
0.0011,0.1453,4.6368,2.2601,1,0,0.1071,0,0.0193
0.1984,0.3819,4.2365,2.6106,1,0,1.6444,1,0.0058
0.0277,0.2521,5.9521,3.2634,1,0,0.0021,0,0.237
0.5078,0.0656,3.3393,1.1717,1,0,0.1829,0,0.3359
0.1831,0.1135,9.4331,1.3877,1,0,0.1189,0,0.1386
0.2414,0.1013,10.0164,2.1002,1,0,0.2115,0,0.0151
0.276,0.1349,6.1524,1.576,1,0,0.3002,0,0.0141
0.2445,0.2079,5.8582,0.8999,1,0,0.2443,0,0.0444
0.2539,0.2183,7.5522,1.8751,1,0,0.2596,0,0.0881
0.2226,0.0556,6.3936,1.8798,0,0,0.247,0,0.0689
0.2577,0.0583,6.4846,1.8677,1,0,0.1087,0,0.0439
0.0151,0.1033,4.915,1.4656,1,0,0.1769,0,0.0458
0.0604,0.0799,4.8667,1.2176,1,0,0.1674,0,0.0461
0.0467,0.1056,5.1995,1.6061,1,0,0.1149,0,0.1026
0.1808,0.0629,5.3784,1.3304,1,0,0.1497,0,0.0542
0.0065,0.1795,6.6019,3.8824,1,0,0.0598,0,0.3439
0.3891,0.1115,6.9971,3.5967,1,0,0.066,0,0.1781
0.3704,0.0848,6.7491,2.5711,1,0,0.1169,0,0.0996
0.2682,0.0869,5.8534,1.8386,1,0,0.0034,0,0.0236
0.2613,0.08,5.9275,1.9427,1,0,0.0148,0,0.0058
0.2754,0.0744,5.9131,2.0442,1,0,0.0448,0,0.0045
0.3426,0.0749,5.9021,2.007,1,0,-0.0563,0,0.0155
0.2911,0.0758,6.1127,2.0877,1,0,0.0296,0,0.0045
0.2148,0.0736,6.6279,1.5806,1,0,0.1086,0,0.007
0.2504,0.0624,6.7167,1.6463,1,0,-0.1043,0,0.0064
0.2164,0.1404,6.6082,2.6257,1,0,0.1923,0,0.1521
0.1456,0.1385,4.3053,2.3748,1,0,0.5202,0,0.1532
0.1457,0.1333,4.6621,2.9065,1,0,0.2583,0,0.0935
0,0.0528,5.4365,1.3869,1,0,0.0432,0,0.1661
0.1674,0.182,6.3302,4.3636,1,0,0.0907,0,0.0344
0.3954,0.0581,6.5116,2.2801,1,1,0.2597,0,0.0193
0.556,0.0591,4.2581,2.3758,0,0,-0.0102,0,0.0072
0.3748,0.0446,7.008,1.2493,1,0,0.125,0,0.0901
0.1272,0.0899,9.0542,1.7656,1,0,0.4894,0,0.0223
0.2476,0.0681,8.7944,1.2981,1,0,-0.049,0,0.0274
0.2553,0.0986,5.7209,1.7542,1,0,0.0422,0,0.0512
0.3956,0.053,5.7759,0.9914,1,0,-0.0298,0,0.0041
0.3869,0.0442,6.0527,1.201,1,0,0.0282,0,0.0072
0.3386,0.0379,5.7869,0.9956,1,0,0.0335,0,0.0096
0.0468,0.3682,8.8722,3.8032,1,0,0.1645,0,0.1301
0.2799,0.2148,4.1322,5.9208,1,0,0.297,0,0.0047
0.1933,0.1685,10.1356,4.6277,1,0,0.11,0,0.0442
0.2076,0.0467,9.5306,1.761,1,0,-0.0479,0,0.1229
0.1978,0.0186,9.3669,2.0067,1,0,-0.0944,0,0.1159
0.4743,0.0358,4.6152,0.8114,1,0,0.072,0,0.0599
0.4109,0.0358,4.3276,0.57,1,0,0.12,0,0.0554
0.4522,0.0305,4.6485,0.7417,1,0,-0.0969,0,0.0643
0.4094,0.0122,4.4336,0.6408,1,0,-0.0063,0,0.051
0.0254,0.025,7.2666,1.9086,0,0,-0.0132,0,0.071
0.1068,0.1912,6.1447,1.6667,1,0,0.2271,0,0.0083
0.3628,0.0802,8.1752,1.6812,1,0,0.1498,0,0.0162
0.4174,0.0801,8.5236,3.0396,1,1,-0.3233,0,0.016
0.3898,0.1347,9.3435,3.3346,1,0,0.1484,0,0.0219
0,0.0137,2.8071,1.4818,1,0,0.1628,0,0.1886
0,0.0571,2.707,1.2631,0,0,0.0311,0,0.6321
0.0402,0.1796,5.4827,2.2818,1,0,0.2129,1,0.0337
0.0841,0.1543,8.9991,3.3935,1,0,0.0288,0,0.2432
0.1201,0.1371,8.7238,2.925,1,0,0.0149,0,0.2282
0.1283,0.1564,9.072,3.5793,1,0,0.091,0,0.2433
0.1604,0.1015,8.6545,2.7093,1,0,-0.0168,0,0.1504
0.3035,0.1473,9.0739,2.1099,1,0,0.0602,0,0.0058
0.2876,0.1276,2.7813,1.929,1,0,0.0649,0,0.0186
0.1092,0.0273,3.1968,0.6767,1,0,-0.1108,0,0.1214
0.1889,0.0715,3.2847,0.8883,0,0,0.1788,0,0.0287
0.2357,0.0133,3.4732,0.8634,0,0,-0.0816,0,0.01
0.1717,0.0259,3.4087,0.7503,0,0,0.1355,0,0.0126
0.3155,0.0038,7.3688,2.6463,1,1,0.0238,0,0.0228
0.3095,0.0992,3.6024,1.8949,0,0,0.2811,0,0.0291
0.2201,0.1131,7.5815,4.99,1,0,0.0395,0,0.0107
0.2031,0.1298,7.7219,5.9027,1,0,0.0669,0,0.0101
0.2351,0.1451,8.1109,5.6232,1,0,-0.022,0,0.0245
0.1962,0.1436,8.5049,5.5513,1,0,0.1131,0,0.0297
0.0719,0.0767,4.7504,1.4838,1,0,0.3573,0,0.3642
0.0398,0.0812,5.7896,2.1208,1,0,0.1853,0,0.1053
0.2684,0.1458,10.9051,5.6493,1,0,0.0675,0,0.02
0.366,0.0979,10.3524,2.615,1,0,0.1126,0,0.0193
0.3579,0.2095,11.0197,5.1829,1,0,0.0323,0,0.0725
0.1735,0.0732,7.5448,0.6257,1,1,-0.0575,0,0.006
0.1203,0.2893,3.6876,1.2331,1,0,0.2543,0,0.1462
0.2934,0.1259,6.1373,3.5169,1,0,-0.029,0,0.0002
0.0527,0.1192,6.4503,2.5935,0,0,0.05,0,0.0079
0.2456,0.0264,8.1142,4.0603,1,0,0.0707,0,0.0155
0.1529,0.2625,8.4318,3.3729,1,0,0.0475,0,0.0009
0.163,0.1294,8.9002,5.1118,1,0,0.1494,0,0.0013
0.0868,0.1843,9.3977,7.1302,1,0,0.0705,0,0.0016
0.185,0.1939,9.2655,5.7203,1,0,-0.0635,0,0.1907
0.2478,0.049,8.5911,3.8267,1,0,0.6193,1,0.0203
0.0753,0.0618,9.7567,2.753,1,0,0.056,0,0.1227
0.073,0.0609,9.5824,2.37,1,0,0.0939,0,0.0554
0.0114,0.1667,2.9498,1.0022,0,0,0.0596,0,0.2685
0,0.1327,2.9857,0.8734,0,0,0.0297,0,0.1309
0.1322,0.0311,2.7453,0.558,0,0,-0.1437,0,0.1193
0.2291,0.2431,8.3718,6.5059,1,0,0.3504,0,0.138
0.0602,0.0738,9.6431,2.0543,1,0,0.1222,0,0.0616
0.032,0.0198,4.3794,1.062,1,0,0.0435,0,0.0605
0.269,0.1022,3.329,2.6735,1,0,0.2281,0,0.0254
0.1932,0.1103,3.4829,2.0896,0,0,0.1878,0,0.0086
0.032,0.0697,4.3411,1.3632,1,0,0.1392,0,0.042
0.0794,0.0274,9.6412,4.213,0,0,0.0781,0,0.1022
0.1154,0.0308,9.7441,4.2461,0,0,0.0358,0,0.098
0.0768,0.161,9.657,4.5923,1,0,0.1849,0,0.0316
0.1526,0.2119,10.9461,1.8205,1,0,0.7421,0,0.0198
0.0325,0.0934,3.3355,1.0953,0,0,0.0338,0,0.2492
0,0.218,6.5384,4.1971,1,0,0.0587,0,0.1387
0,0.2018,6.2778,2.7132,1,0,0.0871,0,0.2216
0.0233,0.0154,6.8763,1.4479,0,0,0.0509,0,0.0871
0.0345,0.027,7.8289,1.7468,0,0,0.3665,0,0.0759
0.0028,0.0237,6.9148,1.6837,0,0,-0.0211,0,0.0613
0.0095,0.0327,7.6927,2.2508,0,0,0.0257,0,0.0288
0.0263,0.032,8.0074,2.4412,0,0,0.029,0,0.0317
0.0434,0.0304,8.4419,2.113,1,0,0.2133,0,0.024
0.1944,0.0855,7.1585,1.0019,1,0,0.1136,0,0.1082
0.1229,0.1032,7.4595,1.1691,1,0,0.0384,0,0.078
0.0641,0.0038,6.0659,1.4308,1,1,-0.0394,0,0.1419
0.1467,0.0577,6.3684,2.2623,1,0,0.0399,0,0.058
0.1641,0.1828,7.8054,7.0158,1,0,0.1809,0,0.0046
0.2637,0.1037,7.5503,3.7447,1,0,-0.0621,0,0.0193
0,0.0546,2.4752,1.0842,1,0,-0.0394,0,0.1523
0,0.2246,2.9475,1.3156,0,0,0.0042,0,0.3141
0,0.3246,4.2401,2.9242,0,0,0.1343,0,0.226
0.0097,0.1685,5.4192,1.3706,1,0,0.0827,0,0.4334
0.0355,0.1821,4.2506,2.0035,0,0,0.0812,0,0.1557
0.0016,0.2108,5.5521,3.0418,1,0,0.1618,0,0.1692
0,0.1224,6.032,1.4745,1,0,0.0926,0,0.2443
0,0.1011,2.1345,0.9603,0,0,-0.0019,0,0.3483
0.5104,0.0634,3.9994,1.8082,1,0,-0.0186,0,0.0476
0.3575,0.049,3.6517,1.4694,1,1,-0.2081,0,0.0308
0.2134,0.1794,4.4797,1.4936,1,0,0.0202,0,0.3056
0.1507,0.1923,4.2345,0.8951,1,0,0.0441,0,0.408
0.0699,0.1626,5.075,1.433,1,0,-0.0582,0,0.4236
0.0284,0.1865,5.3317,1.3422,0,0,0.031,0,0.6546
0.1969,0.0935,2.1345,0.8743,0,0,0.3119,0,0.0229
0.0965,0.1287,3.074,1.9791,0,0,0.2634,0,0.0154
0.1678,0.3253,3.8532,4.8736,0,0,0.0705,0,0.3184
0.1484,0.417,5.2828,14.1112,0,0,-0.008,0,0.3859
0,0.4289,4.5422,2.5595,0,0,0.2277,0,0.6809
0.1414,0.138,7.7404,2.7886,1,0,0.125,0,0.1364
0.0947,0.1797,8.3365,3.2175,1,0,0.0977,0,0.2776
0.0076,0.0038,6.7715,1.0699,0,0,-0.0786,0,0.1103
0.0445,0.2036,3.9931,2.3016,1,0,0.1187,0,0.3731
0.0004,0.1537,6.7794,3.3446,1,0,0.218,0,0.2183
0.0003,0.1864,7.6989,4.0023,1,0,0.1573,0,0.3893
0.0001,0.148,7.6175,2.8108,1,0,-0.0444,0,0.4286
0.3559,0.0803,3.5306,1.8898,0,0,0.6444,0,0.0612
0,0.2737,2.3333,1.2054,1,0,0.2295,0,0.3619
0,0.196,2.8929,1.4082,1,0,0.0797,0,0.4324
0.4828,0.0246,2.9336,1.3661,1,0,0.0725,0,0.0219
0.1287,0.1351,4.5361,1.0725,1,0,0.009,0,0.0662
0.1902,0.0134,4.3887,0.9768,1,0,0.1237,0,0.042
0.0607,0.0675,6.2651,3.5142,1,0,0.3377,0,0.1445
0.3055,0.1371,4.4012,4.1826,0,0,0.1021,0,0.0265
0.318,0.0397,8.8042,1.0294,1,0,0.0522,0,0.0245
0.2626,0.0484,9.4786,1.5025,1,0,0.1072,0,0.026
0.2536,0.0455,9.5926,1.7664,1,0,0.101,0,0.0285
0.3145,0.0548,9.664,1.9759,1,0,0.1401,0,0.0528
0.3657,0.0655,4.3241,1.5847,1,0,0.0478,0,0.0344
0.3563,0.0531,4.2695,1.4525,1,0,0.0047,0,0.0287
0.3312,0.0581,4.5649,1.8751,1,0,0.0597,0,0.0157
0.3834,0.0596,4.777,1.7796,1,0,0.0686,0,0.0942
0.3577,0.0493,5.093,2.129,1,0,0.0385,0,0.0371
0.2687,0.0465,5.4422,1.6759,0,0,0.0572,0,0.0075
0.3102,0.0449,7.4311,1.3768,1,0,0.1387,0,0.0091
0.3227,0.153,3.9185,1.7974,0,0,0.2099,0,0.0339
0.3123,0.2123,4.5698,2.5791,0,0,0.3172,0,0.0188
0.0913,0.0076,6.2861,1.8719,1,0,0.1362,0,0.025
0.1194,0.2931,7.3817,7.6826,1,0,0.0277,0,0.105
0.3941,0.1263,6.6411,16.2844,1,0,-0.1899,0,0.2661
0.395,0.108,7.4649,9.8706,1,0,0.1028,0,0.0644
0.343,0.1938,7.9803,9.5715,1,0,0.2368,0,0.0667
0.0674,0.0447,5.5374,0.9915,1,0,-0.1456,0,0.1138
0.0938,0.0746,6.861,2.2038,1,0,-0.1977,0,0.0708
0.0231,0.281,3.6003,3.2481,0,0,0.2127,0,0.0556
0.0286,0.4093,4.4878,5.6391,0,0,-0.0151,0,0.0369
0,0.1264,3.899,2.3111,0,0,0.1929,0,0.5902
0,0.2299,4.1572,2.7648,0,0,0.2174,0,0.6186
0.3494,0.0498,6.6707,1.4047,1,0,0.0769,0,0.0587
0.234,0.0584,7.5712,1.5753,1,0,0.0148,0,0.0622
0.2346,0.0916,7.2548,2.125,1,0,0.0403,0,0.0974
0,0.2928,6.0569,1.7232,1,0,0.1047,0,0.1766
0.4513,0.0314,6.8358,1.931,1,0,0.0015,0,0.0116
0.3245,0.0866,7.0672,2.1122,1,0,0.3003,0,0.043
0,0.1733,3.7838,3.4318,1,0,-0.1794,0,0.6776
0,0.3161,3.8039,3.5634,1,0,0.1498,0,0.3723
0,0.2752,3.9684,3.4198,1,0,0.1226,0,0.2215
0,0.1665,3.7744,2.6068,1,0,-0.015,0,0.2974
0,0.1803,3.9156,2.9171,1,0,0.2789,0,0.3312
0,0.2202,4.1408,2.476,1,0,0.0421,0,0.4124
0,0.1283,3.8632,1.8326,1,0,-0.103,0,0.4539
0.1292,0.1411,6.3689,2.6148,1,0,0.084,0,0.0829
0.1571,0.1556,6.7197,1.8281,1,0,0.0683,0,0.0537
0.0051,0.1589,8.0712,2.8295,1,0,0.1544,0,0.1935
0.0037,0.0843,8.4953,2.2561,1,0,0.1344,0,0.1824
0.0385,0.1137,8.6167,2.1892,1,0,0.1414,0,0.139
0,0.2074,4.5319,1.4491,1,0,0.0836,0,0.2813
0,0.1825,4.421,1.2016,1,0,0.1003,0,0.2291
0.1744,0.0705,4.2552,0.8881,0,0,0.0649,0,0.0293
0.1784,0.0261,4.5043,1.0761,0,0,0.1889,0,0.037
0.158,0.1036,8.97,2.6673,1,0,0.0468,0,0.057
0.4143,0.0207,4.6836,0.9966,1,0,0.2177,0,0.0178
0.4012,0.0531,5.6874,1.252,1,0,0.0937,0,0.0167
0.2593,0.0842,6.8385,1.9784,1,0,0.2427,0,0.0504
0.3092,0.0496,7.1971,1.254,1,0,-0.0282,0,0.0309
0.3699,0.0622,3.6596,1.9677,1,0,-0.0098,0,0.0007
0.0316,0.102,2.1345,0.9236,1,0,0.1585,0,0.0144
0.2367,0.0545,3.45,1.0722,1,1,-0.0439,0,0.0055
0.0624,0.0126,9.8011,1.6812,0,0,0.1466,0,0.1591
0.0161,0.0584,6.1375,2.2722,1,0,0.09,0,0.3795
0,0.0506,6.3164,1.9836,1,0,0.0774,0,0.2858
0.1609,0.1075,6.2583,2.462,1,0,0.0865,0,0.0202
0.1782,0.1397,6.3803,2.6604,1,0,0.014,0,0.0212
0.0341,0.2101,6.9709,3.7471,1,0,-0.0099,0,0.0239
0.3288,0.0274,2.4184,1.9223,1,0,0.0338,0,0.0487
0.1184,0.0853,9.5534,2.7395,1,0,0.173,0,0.0875
0.1129,0.1615,9.163,2.3535,1,0,0.2198,0,0.073
0.3394,0.0409,5.9021,1.2421,1,0,0.0873,0,0.0091
0.0282,0.0757,5.4549,1.0993,1,0,-0.0743,0,0.1231
0.056,0.0154,8.2091,1.9597,1,0,0.0023,0,0.1257
0.0553,0.0458,8.7733,3.0964,1,0,0.069,0,0.135
0.0642,0.0444,8.4058,2.5457,1,0,-0.1908,0,0.1992
0.2313,0.0853,6.6496,2.8495,1,0,0.0153,0,0.1437
0.282,0.0578,6.3264,2.7831,1,0,0.152,0,0.0735
0.3059,0.0262,5.6755,1.3078,1,0,0.3606,0,0.0012
0.2968,0.0532,5.9711,1.5252,1,0,0.1286,0,0.0038
0.4202,0.0677,8.4465,0.1751,1,0,-0.0063,0,0.1321
0.3731,0.1037,8.2477,16.2844,1,0,0.0876,0,0.0955
0.3064,0.18,7.7934,4.2097,1,0,0.1109,0,0.164
0.1617,0.1664,7.6119,3.6448,1,0,-0.0974,0,0.0278
0.1811,0.1674,7.792,3.8549,1,0,0.0733,0,0.0278
0.0293,0.3982,5.0773,1.2624,1,0,0.9087,0,0.482
0.1804,0.015,2.4392,0.4684,1,0,0.0725,0,0.0096
0.1282,0.0519,3.0835,0.815,1,0,0.1995,0,0.017
0.274,0.0194,2.2281,0.325,1,0,0.0257,0,0.0066
0.2914,0.0313,2.5574,0.3868,1,0,0.0614,0,0.0429
0.1579,0.0538,5.2909,0.922,1,0,0.0194,0,0.0506
0.2792,0.0249,6.1637,1.3555,1,0,0.1082,0,0.0008
0,0.2171,4.5068,2.526,0,0,0.1163,0,0.638
0,0.1449,4.2506,1.6763,0,0,0.0374,0,0.6894
0.2544,0.0274,9.9315,2.2048,0,0,0.0992,0,0.033
0.0393,0.1532,6.2695,2.723,1,0,0.226,0,0.0738
0.3127,0.0634,6.902,4.314,1,0,-0.3233,0,0.0254
0.3053,0.0699,7.7626,1.8753,1,0,-0.002,0,0.0178
0.1107,0.0711,4.1507,1.4822,1,0,0.2692,0,0.0245
0.5655,0.046,5.3155,2.0145,1,0,0.2213,0,0.0178
0.2115,0.0714,4.4596,1.2433,1,0,0.0475,0,0.1814
0.033,0.1251,6.1288,2.2598,0,0,0.0375,0,0.4927
0.0129,0.0763,6.4921,2.127,0,0,0.0792,0,0.2991
0.3234,0.0878,9.6028,2.915,1,0,0.056,1,0.0128
0.4387,0.0808,5.4236,1.2842,1,0,0.1089,0,0.0169
0.0196,0.1378,5.9193,1.7184,0,0,-0.2059,0,0.7071
0,0.099,5.545,1.0024,0,0,0.0712,0,0.7071
0,0.0796,5.5072,1.0008,0,0,0.0008,0,0.7071
0,0.1314,6.0139,1.4593,0,0,0.6508,0,0.4163
0.2998,0.0857,2.2197,0.7136,0,0,0.0207,0,0.006
0.1054,0.1127,2.7222,0.8531,0,0,0.0417,0,0.0038
0.0237,0.1636,7.5786,2.9112,1,0,0.0112,0,0.2372
0.2982,0.14,3.8513,2.3896,1,0,0.1922,0,0.0516
0.3286,0.0101,2.4596,0.4593,1,0,-0.1205,0,0.0666
0.3104,0.0377,3.8477,1.6262,1,0,0.2208,0,0.0732
0.3184,0.0594,3.6162,0.86,1,0,-0.0201,0,0.0969
0.1264,0.1803,5.7261,3.1642,1,0,0.0875,0,0.1396
0.3464,0.1148,6.2862,2.3318,1,0,1.0331,0,0.0286
0.3321,0.1538,6.1003,1.6371,1,0,0.1426,0,0.0521
0.2487,0.1403,7.2764,2.2598,1,0,0.3853,0,0.0176
0,0.2139,5.2521,1.9934,1,0,0.0124,0,0.2266
0,0.0586,5.1781,2.6009,1,1,0.03,0,0.3041
0,0.0391,4.5498,1.7626,1,1,0.04,0,0.2481
0.3365,0.0577,4.727,0.8575,1,0,0.0007,0,0.0027
0,0.2368,6.4302,4.9838,1,0,0.1566,0,0.2677
0.0158,0.0406,3.029,0.7337,1,0,0.0076,0,0.1788
0,0.199,5.4999,2.5844,1,0,0.0203,0,0.2331
0.1912,0.3031,5.881,4.4447,1,0,0.0332,0,0.0555
0.4785,0.0949,5.4806,2.1071,1,0,0.2075,0,0.0189
0.4021,0.1085,5.7922,2.3971,1,0,-0.0487,0,0.0166
0.3633,0.0559,5.8983,1.5802,0,0,0.2312,0,0.0026
0.3547,0.0694,6.2272,1.8485,1,0,0.2066,0,0.0202
0.3465,0.0774,6.4529,2.1819,1,0,0.0198,0,0.0026
0.2682,0.0803,6.5719,2.1783,1,0,0.2878,0,0.0018
0.2471,0.1685,2.972,0.7773,1,0,1.0741,0,0.0977
0.1755,0.1115,3.5447,0.6676,1,0,0.6634,0,0.042
0,0.2283,5.964,2.1477,1,0,0.0407,0,0.012
0,0.1064,4.9999,0.6261,1,0,0.1003,0,0.021
0.0003,0.0673,5.2856,0.7346,1,0,0.0245,0,0.1052
0.3092,0.0598,7.523,1.0611,1,0,0.0583,0,0.0034
0.3874,0.0488,7.7037,1.2444,1,0,0.2704,0,0.0603
0.3554,0.0326,8.0945,1.2737,1,0,0.1459,0,0.0131
0.1267,0.2242,3.6516,2.0423,0,0,0.084,0,0.1325
